source,target
543,4232
801,4232
1174,4232
1547,4232
2017,4232
2229,4232
2652,4232
2655,4232
2663,4232
2817,4232
2867,4232
3090,4232
3125,4232
3413,4232
3995,4232
4076,4232
4101,4232
4232,9072
4232,5002
4232,7464
4232,8598
4232,4390
4232,5174
4232,5954
4232,8856
4232,7066
4232,8644
4232,5429
4232,5615
4232,7720
4232,6069
4232,5098
363,8986
1382,8986
1515,8986
1709,8986
2012,8986
2232,8986
2359,8986
2478,8986
2711,8986
2735,8986
3099,8986
3166,8986
3544,8986
3631,8986
3706,8986
4181,8986
4233,8986
4334,8986
5624,8986
5681,8986
5799,8986
5826,8986
5864,8986
6385,8986
6997,8986
7634,8986
8028,8986
8644,8986
8986,9140
8986,9078
1252,3631
1382,3631
1515,3631
1709,3631
2478,3631
2711,3631
2735,3631
3099,3631
3166,3631
3602,3631
3631,6007
3631,4548
3631,5082
3631,4397
3631,6896
3631,3655
3631,6518
3631,3631
3631,5826
3631,8986
3631,5681
3631,5624
3631,4334
3631,7634
3631,3706
3631,5799
3631,8644
1223,2735
1709,2735
2139,2735
2143,2735
2256,2735
2388,2735
2478,2735
2735,8826
2735,4200
2735,8187
2735,5494
2735,5209
2735,3280
2735,7872
2735,5826
2735,3631
2735,8986
2735,3099
2735,5681
2735,5624
2735,4334
2735,7634
2735,3706
459,4200
465,4200
1223,4200
2074,4200
2139,4200
2143,4200
2256,4200
2388,4200
2735,4200
2968,4200
3161,4200
3280,4200
4200,4341
4200,7392
4200,5229
4200,8667
4200,8826
4200,8187
4200,5494
4200,5209
4200,7872
143,3802
376,3802
415,3802
714,3802
1622,3802
1673,3802
2216,3802
2921,3802
3371,3802
3484,3802
3767,3802
3802,6942
3802,5981
3802,3879
3802,7451
3802,5239
3802,5927
3802,8310
3802,8588
3802,7337
3802,4855
3802,8379
3802,8846
3802,9055
3802,4915
3802,9109
3802,5653
3802,8322
3802,7178
3802,6716
3802,5477
143,1121
143,1936
143,2110
143,5602
143,7566
143,9156
143,4193
143,4983
143,6661
143,7078
143,5321
143,8105
143,4104
143,1259
143,8846
143,9055
143,3802
143,4915
143,9109
143,3767
143,5653
143,8322
143,3484
143,7178
143,6716
76,8205
76,7024
76,7982
76,5175
76,739
76,5112
76,3351
76,6307
76,3137
76,1697
76,2685
76,4645
76,1121
76,5954
76,1188
76,5120
76,2422
76,1825
76,8570
76,1305
76,1121
143,1121
1121,1936
1121,2110
1121,5602
1121,7566
1121,9156
1121,4104
1121,4193
1121,4983
1121,6661
1121,7078
1121,5321
1121,8105
1121,1259
1121,5954
1121,1188
1121,5120
1121,2422
1121,1825
1121,8570
1121,1305
1288,7634
1709,7634
1828,7634
2300,7634
2478,7634
2735,7634
3099,7634
3631,7634
3706,7634
4334,7634
4729,7634
4867,7634
5624,7634
5681,7634
5817,7634
5826,7634
7634,8729
7634,8986
1252,5082
1565,5082
3391,5082
3401,5082
3602,5082
3631,5082
3655,5082
4179,5082
4397,5082
4548,5082
5082,6007
5082,6896
5082,6518
5082,5302
5082,6969
5082,8013
5082,5133
5082,8099
5082,7927
5082,5082
801,8644
1174,8644
1382,8644
1515,8644
1547,8644
2017,8644
2652,8644
2655,8644
2711,8644
3166,8644
3631,8644
4232,8644
5098,8644
5429,8644
5615,8644
5799,8644
6069,8644
7720,8644
8644,8986
8644,8856
1252,3655
1565,3655
3391,3655
3401,3655
3602,3655
3631,3655
3655,6007
3655,4548
3655,5082
3655,4397
3655,6896
3655,5302
3655,4179
3655,6969
3655,8013
3655,5133
3655,8099
3655,7927
801,2652
1174,2652
1547,2652
2017,2652
2229,2652
2652,4232
2652,5954
2652,2663
2652,4101
2652,8856
2652,7066
2652,8644
2652,5429
2652,7720
2652,5098
2652,2655
2652,5615
2652,6069
415,1622
695,1622
1102,1622
1622,3371
1622,6942
1622,3802
1622,5981
1622,1673
1622,3879
1622,7451
1622,5239
1622,5927
1622,8310
1622,8588
1622,7337
1622,4855
1622,2216
1622,8379
1622,4924
1622,2553
1622,7807
1622,4689
1622,5880
1622,4374
1622,3499
1622,8880
1622,5167
1622,5850
1622,4669
1622,3066
415,3371
714,3371
1622,3371
1673,3371
2216,3371
2921,3371
3371,8304
3371,7788
3371,8231
3371,3371
