source,target
543,9072
886,9072
925,9072
943,9072
983,9072
1067,9072
1104,9072
1138,9072
1301,9072
1376,9072
1469,9072
1621,9072
1749,9072
1773,9072
1953,9072
2275,9072
2375,9072
2427,9072
2605,9072
2645,9072
2867,9072
3040,9072
3213,9072
3413,9072
3475,9072
3490,9072
3536,9072
3674,9072
3739,9072
3746,9072
3894,9072
4017,9072
4070,9072
4093,9072
4132,9072
4232,9072
4286,9072
4316,9072
4329,9072
4515,9072
4605,9072
4669,9072
5002,9072
5036,9072
5171,9072
5239,9072
5320,9072
5391,9072
5436,9072
5441,9072
5453,9072
5492,9072
5525,9072
5601,9072
6121,9072
6162,9072
6198,9072
6199,9072
6238,9072
6309,9072
6625,9072
6692,9072
6885,9072
6982,9072
7067,9072
7208,9072
7225,9072
7255,9072
7270,9072
7464,9072
7535,9072
8194,9072
8290,9072
8598,9072
8738,9072
8772,9072
8789,9072
8800,9072
8979,9072
8994,9072
9072,9072
545,4669
695,4669
925,4669
1058,4669
1067,4669
1102,4669
1138,4669
1376,4669
1469,4669
1621,4669
1622,4669
1749,4669
1773,4669
1953,4669
2275,4669
2375,4669
2553,4669
3066,4669
3213,4669
3460,4669
3475,4669
3490,4669
3499,4669
3605,4669
3671,4669
3674,4669
3894,4669
3916,4669
4017,4669
4070,4669
4093,4669
4132,4669
4268,4669
4316,4669
4317,4669
4374,4669
4605,4669
4669,4924
4669,4689
4669,5880
4669,8880
4669,7807
4669,5167
4669,5850
4669,5391
4669,9072
4669,6625
4669,5525
4669,5239
4669,5492
4669,5436
4669,5441
4669,8789
4669,8290
4669,7067
4669,6199
4669,8994
4669,7225
4669,6692
4669,6162
4669,6121
4669,7535
4669,8979
4669,6238
4669,7270
4669,5453
4669,6885
4669,5601
4669,8194
4669,7255
4669,8160
4669,6184
4669,4793
4669,5003
4669,8056
4669,7901
4669,6862
4669,7588
4669,7428
4669,7195
4669,8125
415,5239
714,5239
925,5239
1067,5239
1138,5239
1376,5239
1469,5239
1621,5239
1622,5239
1673,5239
1749,5239
1773,5239
1953,5239
2216,5239
2275,5239
2375,5239
2921,5239
3213,5239
3371,5239
3475,5239
3490,5239
3674,5239
3802,5239
3879,5239
3894,5239
4017,5239
4070,5239
4093,5239
4132,5239
4316,5239
4605,5239
4669,5239
4855,5239
5239,6942
5239,5981
5239,7451
5239,5927
5239,8310
5239,8588
5239,7337
5239,8379
5239,5391
5239,9072
5239,6625
5239,5525
5239,5492
5239,5436
5239,5441
5239,8789
5239,8290
5239,7067
5239,6199
5239,8994
5239,7225
5239,6692
5239,6162
5239,6121
5239,7535
5239,8979
5239,6238
5239,7270
5239,5453
5239,6885
5239,5601
5239,8194
5239,7255
5239,5477
238,4793
499,4793
545,4793
577,4793
617,4793
695,4793
1058,4793
1506,4793
1704,4793
1817,4793
2023,4793
2553,4793
2924,4793
2990,4793
3356,4793
3432,4793
3460,4793
3470,4793
3499,4793
3605,4793
3671,4793
3882,4793
3916,4793
4268,4793
4284,4793
4317,4793
4374,4793
4669,4793
4689,4793
4793,5658
4793,4856
4793,6880
4793,5184
4793,8883
4793,8160
4793,4924
4793,6184
4793,8880
