source,target
278,9028
1059,9028
1062,9028
1618,9028
1800,9028
2295,9028
2299,9028
2307,9028
2637,9028
2796,9028
2798,9028
3264,9028
3380,9028
3806,9028
3845,9028
3980,9028
4072,9028
4211,9028
5528,9028
5669,9028
5897,9028
5961,9028
6389,9028
6563,9028
6725,9028
6758,9028
7171,9028
8140,9028
8884,9028
9028,9028
381,769
769,3297
769,3327
769,6189
769,784
769,795
769,1920
769,2877
769,5855
769,8234
769,5295
769,7421
769,946
769,5682
769,4508
769,9139
769,1589
769,8373
769,6934
151,1589
381,1589
769,1589
946,1589
1589,5948
1589,7733
1589,2771
1589,1763
1589,8157
1589,2734
1589,7939
1589,7421
1589,5682
1589,4508
1589,9139
1589,8373
1589,6934
1589,4631
1589,5248
296,8896
329,8896
426,8896
1388,8896
1618,8896
1800,8896
2127,8896
3058,8896
3359,8896
3526,8896
3993,8896
4493,8896
5724,8896
6687,8896
7871,8896
7939,8896
8035,8896
8298,8896
8423,8896
8737,8896
8896,9149
769,2877
784,2877
795,2877
1080,2877
1920,2877
1956,2877
2877,6189
2877,5855
2877,8234
2877,5295
2877,3297
2877,3327
2877,6226
2877,7703
2877,6215
365,3106
948,3106
953,3106
1141,3106
1812,3106
2018,3106
2450,3106
2804,3106
2906,3106
3078,3106
3106,7733
3106,3777
3106,9099
3106,7689
3106,8068
3106,6233
3106,4048
3106,5035
3106,4942
3106,6770
3106,4165
3106,7508
3106,3118
3106,7356
3106,4543
3106,8853
3106,6633
3106,5867
3106,5904
3106,7382
351,5904
365,5904
574,5904
953,5904
1141,5904
1812,5904
2018,5904
2201,5904
2248,5904
2502,5904
2594,5904
3078,5904
3106,5904
3118,5904
3900,5904
4048,5904
4165,5904
4228,5904
4543,5904
4942,5904
5035,5904
5446,5904
5867,5904
5904,8068
5904,6233
5904,6770
5904,7508
5904,7356
5904,8853
5904,6633
5904,7382
5904,7724
151,7733
948,7733
1540,7733
1589,7733
1763,7733
2450,7733
2734,7733
2771,7733
2804,7733
2906,7733
3106,7733
3777,7733
5948,7733
7689,7733
7733,8157
7733,7939
7733,9099
7733,8184
151,7939
265,7939
329,7939
426,7939
1589,7939
1618,7939
1763,7939
1800,7939
2127,7939
2734,7939
2771,7939
5948,7939
6687,7939
7733,7939
7939,8157
7939,8423
7939,8896
7939,8035
165,8884
176,8884
1059,8884
1618,8884
1800,8884
2169,8884
2236,8884
2456,8884
2573,8884
3380,8884
3521,8884
3806,8884
4658,8884
5961,8884
6563,8884
7171,8884
7303,8884
7830,8884
8005,8884
8140,8884
8273,8884
8513,8884
8884,9028
281,784
769,784
784,6189
784,3297
784,3327
784,795
784,1920
784,2877
784,5855
784,8234
784,5295
784,784
784,3094
784,6125
151,1763
192,1763
402,1763
1107,1763
1552,1763
1589,1763
1763,5948
1763,7733
1763,2771
1763,8157
1763,2734
1763,7939
1763,9170
1763,5614
1763,3408
1763,2571
1763,1763
265,8423
296,8423
1388,8423
1800,8423
2127,8423
3058,8423
3359,8423
3526,8423
3993,8423
4493,8423
5724,8423
6687,8423
7871,8423
7939,8423
8298,8423
8423,8896
8423,8737
8423,9149
296,3359
3058,3359
3349,3359
3359,3904
3359,6513
3359,6331
3359,5678
3359,8298
3359,4493
3359,8737
3359,8896
3359,9149
3359,5724
3359,3526
3359,8423
3359,7871
3359,3993
329,1618
426,1618
1059,1618
1618,6687
1618,8896
1618,2127
1618,7939
1618,8035
1618,3806
1618,9028
1618,6563
1618,8884
1618,3380
1618,5961
1618,8140
1618,1800
1618,7171
948,3777
1540,3777
2450,3777
2804,3777
2906,3777
3106,3777
3777,6271
3777,6090
3777,5424
3777,9092
3777,7733
3777,9099
3777,7689
3777,8184
948,2450
1540,2450
2450,6271
2450,6090
2450,5424
2450,9092
2450,3777
2450,2906
2450,7733
2450,2804
2450,9099
2450,7689
2450,3106
2450,8184
381,7421
381,769
381,946
381,5682
381,4508
381,9139
381,1589
381,8373
381,6934
381,4631
381,5248
381,7595
381,381
265,1800
1059,1800
1388,1800
1618,1800
1800,8423
1800,7939
1800,8896
1800,3806
1800,9028
1800,6563
1800,5961
1800,7171
1800,8884
1800,3380
1800,8140
381,5682
769,5682
946,5682
1589,5682
4508,5682
4894,5682
5248,5682
5682,7421
5682,9139
5682,8373
5682,6934
999,3904
2093,3904
2550,3904
2992,3904
3349,3904
3359,3904
3904,6513
3904,6331
3904,5678
3904,8283
3904,4822
381,8373
769,8373
946,8373
1589,8373
4508,8373
4631,8373
5248,8373
5682,8373
6934,8373
7421,8373
8373,9139
769,3297
784,3297
795,3297
1920,3297
2877,3297
3297,3327
3297,6189
3297,5855
3297,8234
3297,5295
769,3327
784,3327
795,3327
1920,3327
2877,3327
3297,3327
3327,6189
3327,5855
3327,8234
3327,5295
769,6189
784,6189
795,6189
1920,6189
2877,6189
3297,6189
3327,6189
5295,6189
5855,6189
6189,8234
769,795
784,795
795,6189
795,3297
795,3327
795,1920
795,2877
795,5855
795,8234
795,5295
769,1920
784,1920
795,1920
1920,2877
1920,6189
1920,5855
1920,8234
1920,5295
1920,3297
1920,3327
769,5855
784,5855
795,5855
1920,5855
2877,5855
3297,5855
3327,5855
5295,5855
5855,6189
