source,target
168,6711
191,6711
289,6711
783,6711
1408,6711
1850,6711
1875,6711
2107,6711
2393,6711
2465,6711
2785,6711
3543,6711
3766,6711
3924,6711
4420,6711
4814,6711
5297,6711
5656,6711
6104,6711
6120,6711
6255,6711
6327,6711
6410,6711
6442,6711
6601,6711
6711,8304
6711,9035
6711,7157
6711,8892
6711,7597
6711,8814
6711,7738
6711,8688
6711,8403
6711,7221
6711,8126
268,5772
942,5772
1131,5772
1150,5772
1228,5772
1286,5772
1642,5772
1840,5772
1912,5772
1916,5772
2253,5772
2466,5772
2654,5772
3364,5772
3626,5772
3662,5772
3766,5772
4120,5772
4474,5772
4644,5772
5640,5772
5772,6958
5772,9224
5772,9150
5772,6279
5772,8504
5772,6803
5772,5772
5772,7005
5772,7007
5772,5830
5772,6535
783,6255
2107,6255
2227,6255
3766,6255
4135,6255
4178,6255
4227,6255
4420,6255
5083,6255
5708,6255
6120,6255
6255,8892
6255,7597
6255,8304
6255,6711
6255,9035
6255,7157
6255,8463
6255,8113
6255,6824
6255,7284
6255,7788
6255,7485
268,3766
783,3766
942,3766
1150,3766
1228,3766
1642,3766
1916,3766
2107,3766
2654,3766
3364,3766
3626,3766
3766,5083
3766,6120
3766,7597
3766,9035
3766,4178
3766,8304
3766,6255
3766,6711
3766,4420
3766,7157
3766,8892
3766,3766
3766,5772
3766,6958
3766,9224
3766,9150
3766,6279
3766,8504
3766,6803
168,3924
191,3924
289,3924
1408,3924
1850,3924
2465,3924
2476,3924
3543,3924
3924,3928
3924,8814
3924,6104
3924,6601
3924,6711
3924,7738
3924,6410
3924,4814
3924,5297
3924,6442
3924,8688
3924,8403
3924,5656
3924,7221
3924,8126
421,1311
878,1311
1311,9160
1311,9116
1311,3579
1311,1425
1311,3222
1311,9222
1311,3567
1311,5181
1311,8801
1311,7636
1311,4047
1311,2575
1311,1538
1311,9035
1311,6684
1311,1346
1311,2792
1311,7486
1311,6142
1311,3543
783,9035
1311,9035
1346,9035
1538,9035
2107,9035
2575,9035
2792,9035
3543,9035
3766,9035
4047,9035
4178,9035
4420,9035
5083,9035
6120,9035
6142,9035
6255,9035
6684,9035
6711,9035
7157,9035
7486,9035
7597,9035
8304,9035
8892,9035
9035,9035
268,1916
783,1916
942,1916
1150,1916
1228,1916
1642,1916
1868,1916
1916,3600
1916,6361
1916,5738
1916,4241
1916,6338
1916,6783
1916,9209
1916,5772
1916,3364
1916,2654
1916,6958
1916,3766
1916,9224
1916,9150
1916,6279
1916,3626
1916,8504
1916,6803
268,9224
307,9224
942,9224
1150,9224
1228,9224
1642,9224
1916,9224
2654,9224
2913,9224
3364,9224
3626,9224
3766,9224
4203,9224
5772,9224
6279,9224
6573,9224
6695,9224
6803,9224
6958,9224
7933,9224
8408,9224
8504,9224
9003,9224
9027,9224
9150,9224
9224,9224
289,3543
1311,3543
1346,3543
1538,3543
1850,3543
2465,3543
2575,3543
2792,3543
3543,6442
3543,6711
3543,3924
3543,8688
3543,8403
3543,5656
3543,7221
3543,8126
3543,4047
3543,9035
3543,6684
3543,7486
3543,6142
314,1840
1131,1840
1286,1840
1840,7005
1840,4809
1840,3520
1840,4816
1840,6586
1840,2466
1840,5955
1840,7007
1840,1912
1840,3662
1840,5772
1840,4474
1840,4120
1840,2253
1840,5640
1840,4644
1840,5830
1840,6535
1840,4433
783,8304
1072,8304
1484,8304
1732,8304
2107,8304
3371,8304
3753,8304
3766,8304
4420,8304
4452,8304
6016,8304
6120,8304
6255,8304
6711,8304
7157,8304
7597,8304
7788,8304
8231,8304
8304,9035
8304,8892
294,6783
297,6783
783,6783
1868,6783
1870,6783
1916,6783
2632,6783
3386,6783
3600,6783
3977,6783
4241,6783
4306,6783
5738,6783
5783,6783
6118,6783
6338,6783
6361,6783
6783,9209
783,8304
783,6255
783,6711
783,3766
783,9035
783,4420
783,7157
783,6120
783,8892
783,7597
783,2107
783,3600
783,6361
783,5738
783,4241
783,1868
783,1916
783,6338
783,6783
783,9209
268,6958
942,6958
1150,6958
1228,6958
1642,6958
1916,6958
2600,6958
2654,6958
3316,6958
3364,6958
3626,6958
3665,6958
3766,6958
4461,6958
5772,6958
6279,6958
6803,6958
6958,9224
6958,9150
6958,8504
6958,7059
715,3662
1131,3662
1286,3662
1840,3662
1912,3662
2253,3662
2466,3662
3662,5316
3662,7522
3662,7471
3662,7005
3662,5772
3662,4474
3662,4120
3662,5640
3662,4644
3662,7007
3662,5830
3662,6535
346,6114
346,3130
346,3190
346,7853
346,645
346,5734
346,8087
346,8622
346,7244
346,4288
346,6467
346,2060
346,2593
346,8713
346,8072
346,8153
346,4505
346,2709
314,7005
1131,7005
1286,7005
1840,7005
1912,7005
2253,7005
2466,7005
3520,7005
3662,7005
4120,7005
4474,7005
4644,7005
4809,7005
4816,7005
5640,7005
5772,7005
5830,7005
5955,7005
6586,7005
7005,7007
314,7007
1131,7007
1286,7007
1840,7007
1912,7007
2253,7007
2466,7007
3520,7007
3662,7007
4120,7007
4474,7007
4644,7007
4809,7007
4816,7007
5640,7007
5772,7007
5830,7007
5955,7007
6586,7007
7005,7007
821,4047
1239,4047
1311,4047
1346,4047
1538,4047
2258,4047
2575,4047
2792,4047
2975,4047
3543,4047
4047,4136
4047,7440
4047,4531
4047,6684
4047,7486
4047,6142
4047,9035
268,6803
942,6803
1039,6803
1150,6803
1152,6803
