source,target
38,2782
1900,2782
2782,9024
2782,3185
2782,8848
2782,3128
703,1205
1205,3179
1205,4970
1205,2301
1205,5536
1205,9453
1205,2867
1205,4576
1098,3497
1102,3497
1304,3497
1368,3497
2546,3497
3497,5719
3497,7385
3497,5822
3497,6802
3497,3751
3497,6450
3497,7634
3497,7146
3497,4253
3497,3719
3497,8273
3497,4611
3497,6910
3497,7041
3497,4612
3497,5221
3497,7055
3497,3707
3497,9015
986,8549
1530,8549
1894,8549
2069,8549
2876,8549
2912,8549
3703,8549
4415,8549
4638,8549
5405,8549
5737,8549
6368,8549
6826,8549
6954,8549
7217,8549
8549,8612
59,2642
857,2642
894,2642
1318,2642
1356,2642
1466,2642
1536,2642
1566,2642
1677,2642
2352,2642
2642,7349
2642,5490
2642,6784
2642,3408
2642,9476
2642,6415
2642,3029
2642,9096
2642,3468
1089,8470
2709,8470
3502,8470
3799,8470
4066,8470
5948,8470
6232,8470
6559,8470
6774,8470
8470,9003
1674,9430
1674,2853
1674,3477
1674,8230
1674,2264
1674,3801
1674,8198
1674,1688
1674,3748
341,2445
1703,2445
1739,2445
2445,7949
2445,7595
2445,6436
2445,6977
2445,7158
2445,6001
2445,7210
2445,6843
516,6675
621,6675
1426,6675
2726,6675
3084,6675
6234,6675
6448,6675
6675,8329
592,6103
625,6103
1545,6103
2176,6103
2646,6103
2656,6103
2922,6103
3035,6103
3304,6103
3394,6103
4890,6103
4940,6103
5162,6103
5528,6103
6103,8655
6103,6635
6103,7767
6103,9292
303,7973
379,7973
425,7973
616,7973
1062,7973
1343,7973
1345,7973
1766,7973
2216,7973
2560,7973
2756,7973
3588,7973
7223,7973
7656,7973
7973,8249
7973,9118
643,5292
660,5292
831,5292
1296,5292
1583,5292
1921,5292
2012,5292
2083,5292
2205,5292
2451,5292
2586,5292
2645,5292
2669,5292
2713,5292
2778,5292
3022,5292
3047,5292
3403,5292
3704,5292
3827,5292
3838,5292
3987,5292
4023,5292
4162,5292
4272,5292
4501,5292
4617,5292
4632,5292
4724,5292
4759,5292
4914,5292
5219,5292
5238,5292
5292,6923
5292,9485
5292,8669
5292,7839
5292,7784
5292,6936
5292,8637
5292,7088
5292,7331
5292,8638
5292,7861
5292,8286
5292,8760
5292,7831
5292,7678
5292,8221
5292,6453
5292,7670
5292,8235
5292,8182
5292,5657
5292,5893
5292,7734
5292,7111
5292,5602
5292,5779
5292,8682
5292,7465
5292,9346
5292,6657
113,3434
206,3434
325,3434
642,3434
823,3434
985,3434
1029,3434
1757,3434
2173,3434
2435,3434
3086,3434
3207,3434
3220,3434
3434,9431
3434,7021
3434,4918
3434,3637
3434,6987
3434,8413
3434,6088
3434,9370
3434,5435
3434,6375
3434,6813
3434,5351
3434,4816
3434,7892
3434,8202
3434,8656
3434,8673
3434,4889
3434,8976
3434,8063
3434,4445
3434,5022
3434,3910
3434,4097
3434,7646
3434,8323
3434,3694
3434,6190
3434,8053
501,5489
984,5489
3119,5489
5461,5489
5489,7320
5489,6429
5489,7668
736,9045
807,9045
945,9045
1708,9045
2938,9045
3170,9045
4948,9045
6279,9045
6669,9045
6858,9045
7017,9045
7849,9045
8083,9045
9045,9088
418,8217
906,8217
1085,8217
1381,8217
1550,8217
1796,8217
1888,8217
2041,8217
3507,8217
3784,8217
4174,8217
4398,8217
4786,8217
4962,8217
5521,8217
5825,8217
5947,8217
6026,8217
6953,8217
7188,8217
7284,8217
7355,8217
7735,8217
7792,8217
8084,8217
8144,8217
8217,8711
8217,9086
8217,8614
8217,9397
30,4271
522,4271
834,4271
1266,4271
2405,4271
2975,4271
4271,8282
4271,5261
4271,4531
4271,7334
4271,6184
4271,6531
4271,4339
4271,5760
18,1596
33,1596
108,1596
224,1596
238,1596
394,1596
431,1596
655,1596
689,1596
776,1596
796,1596
804,1596
1002,1596
1043,1596
1052,1596
1053,1596
1064,1596
1099,1596
1127,1596
1141,1596
1310,1596
1360,1596
1402,1596
1596,3525
1596,3432
1596,3473
1596,4615
1596,8277
1596,7044
1596,4692
1596,2573
1596,9208
1596,5465
1596,4650
1596,1646
1596,6417
1596,1711
1596,4926
1596,3619
1596,2086
1596,2974
1596,6770
1596,6831
1596,3674
1596,8054
1596,7710
1596,8507
1596,8250
1596,2165
1596,4403
1596,4408
1596,9002
1596,7443
1596,5355
1596,6255
1596,7619
1596,4927
1596,2691
1596,6874
1596,5436
1596,3336
1596,5365
1596,2749
1596,3916
1596,9126
1596,5651
1596,2167
1596,9107
1596,8052
1596,5082
1596,5870
1596,3484
1596,7180
1596,7934
1596,4724
1596,2493
1596,7209
1596,7525
1596,8912
1596,7956
1596,9367
1596,4635
1596,4123
1596,8511
1596,2754
1596,7135
1596,3063
1596,5617
1596,8813
1596,7673
1596,8502
1596,7381
1596,8397
1596,9078
1596,3493
1596,4029
1596,7326
1596,5807
1596,3796
1596,7663
1596,4506
1596,2392
1596,7204
1596,3030
1596,8203
1596,8893
1596,2680
1596,7156
1596,3052
1596,4447
1596,3538
1596,9305
1596,4636
1596,8038
1596,8468
1596,9117
1596,8043
1596,4094
1596,1813
1596,8467
1596,3483
1596,7225
1596,5427
1596,8660
1596,2025
1596,3196
1596,7398
1596,9317
1596,2989
1596,9481
1596,1664
1596,8954
1596,5273
1596,3167
1596,4334
1596,2688
1596,7573
1596,5280
1596,5874
1596,5248
1596,6047
1596,6643
1596,3428
1596,5482
1596,8994
1596,7195
569,1821
569,1808
569,8524
569,3265
562,6719
1075,6719
3754,6719
4113,6719
4201,6719
5145,6719
6159,6719
6719,8868
6719,8829
6719,8616
6719,8106
6719,8913
6719,9316
6719,7075
6719,8964
127,3540
485,3540
604,3540
3540,8036
3540,5196
3540,7632
502,868
825,868
868,8072
868,4235
868,1255
868,6119
868,5832
868,5920
868,2925
868,6734
868,6507
812,5316
2280,5316
2747,5316
3550,5316
3735,5316
4153,5316
4340,5316
5316,6807
5316,7072
5316,7781
157,429
429,5989
429,4804
429,8535
429,8341
429,7360
429,1928
429,2164
429,6299
429,8208
429,9231
429,7592
429,4008
429,5665
429,1699
429,1315
429,3098
429,7662
429,4256
429,3450
429,7208
429,1893
429,1401
429,3131
429,3608
429,5432
429,8222
429,5696
429,4283
429,3352
429,7394
429,4072
429,3148
574,4061
1071,4061
1154,4061
1331,4061
2117,4061
3586,4061
4061,5296
4061,9090
4061,5122
4061,5442
393,8270
697,8270
2178,8270
3461,8270
3967,8270
4428,8270
4732,8270
5061,8270
5099,8270
5281,8270
5486,8270
5588,8270
6066,8270
6583,8270
7114,8270
7596,8270
7778,8270
414,8641
445,8641
477,8641
515,8641
691,8641
791,8641
939,8641
1039,8641
1226,8641
1244,8641
1428,8641
1494,8641
1643,8641
1957,8641
2093,8641
2101,8641
2982,8641
2996,8641
3083,8641
3288,8641
3918,8641
4215,8641
4322,8641
4569,8641
4637,8641
4776,8641
4807,8641
5310,8641
5663,8641
5877,8641
6058,8641
6085,8641
6439,8641
6585,8641
6634,8641
7028,8641
7213,8641
7492,8641
7654,8641
7690,8641
7822,8641
8001,8641
8128,8641
8172,8641
8641,8747
8641,9242
8641,9341
8641,9182
4731,5448
4731,6497
907,5327
1178,5327
1253,5327
1695,5327
4706,5327
5106,5327
1572,9144
2621,9144
2828,9144
5231,9144
7803,9144
369,3604
519,3604
3261,3604
3604,4674
3604,6751
3604,4877
3604,6840
42,3404
221,3404
563,3404
576,3404
709,3404
1062,3404
1238,3404
1756,3404
2139,3404
3404,8416
3404,9450
3404,4315
3404,4182
3404,4983
48,7555
61,7555
94,7555
236,7555
1094,7555
1771,7555
2308,7555
2358,7555
3414,7555
3616,7555
3902,7555
4054,7555
4571,7555
5475,7555
6167,7555
6798,7555
7115,7555
7141,7555
7555,7563
7555,7854
7555,8636
7555,9376
7555,8437
7555,8691
7555,8657
7555,8239
7555,8676
19,7023
386,7023
1918,7023
2839,7023
4774,7023
5976,7023
7023,8563
699,3075
923,3075
3075,8112
3075,8748
3075,3345
3075,6431
3075,6513
3075,5060
3075,5694
3075,5237
3075,9436
3075,4270
3075,7436
42,8416
221,8416
563,8416
576,8416
709,8416
1062,8416
1238,8416
1756,8416
2139,8416
3404,8416
4182,8416
4315,8416
4983,8416
8416,9450
370,6916
829,6916
1377,6916
3090,6916
4660,6916
5244,6916
6916,7755
6916,7101
298,1803
1632,1803
1803,8014
1803,6029
1803,4142
1803,8410
1803,6360
1803,4738
1803,8434
1803,4441
1803,7515
1803,7397
1803,5477
1803,9344
1803,7828
1803,6052
1803,6391
1803,8861
1803,9387
1803,6956
1803,4782
2577,2727
2727,8161
2727,5906
1589,8163
2356,8163
2384,8163
2608,8163
2641,8163
2697,8163
3194,8163
3452,8163
4325,8163
4335,8163
4515,8163
6378,8163
6517,8163
6806,8163
7179,8163
7285,8163
7310,8163
7359,8163
7509,8163
7813,8163
8012,8163
8163,9148
8163,9220
8163,9371
1525,5689
1923,5689
2114,5689
3189,5689
3447,5689
5067,5689
5512,5689
5689,6410
5689,6724
5689,8263
5689,7765
1607,7885
2009,7885
2429,7885
3107,7885
3800,7885
4879,7885
5362,7885
5655,7885
7117,7885
7885,8678
7885,8748
23,2793
141,2793
434,2793
1262,2793
1663,2793
2793,7890
2793,8236
2793,2960
2793,3813
2793,3642
2793,9258
2793,3824
2793,7847
2793,8104
2793,7761
2793,4366
2793,5531
2793,9381
2793,8331
2793,7963
2793,3411
2793,8283
2793,5901
2793,6403
378,5675
1103,5675
1650,5675
2277,5675
3028,5675
3571,5675
4288,5675
4663,5675
4969,5675
5172,5675
5407,5675
5581,5675
5637,5675
5675,6468
5675,5973
5675,8642
5675,7380
5675,8168
5675,6969
5675,5904
5675,8853
5675,8545
5675,9388
5675,7206
20,3077
70,3077
234,3077
376,3077
545,3077
614,3077
630,3077
740,3077
1355,3077
1538,3077
1778,3077
1811,3077
1892,3077
1995,3077
2168,3077
2488,3077
2489,3077
2684,3077
2875,3077
2987,3077
3077,5304
3077,7817
3077,6952
3077,8109
3077,9044
3077,7047
3077,4933
3077,3853
3077,8207
3077,3701
3077,7022
3077,4179
3077,6197
3077,4272
3077,3400
3077,4783
3077,9466
3077,6229
3077,6522
3077,8599
3077,4286
3077,9170
3077,9407
3077,3266
3077,5333
3077,9066
3077,8295
3077,4501
3077,9176
3077,4759
3077,5733
3077,8999
3077,6466
3077,3328
3077,7566
3077,6075
3077,7914
3077,5425
3077,5055
3077,6855
3077,6495
3077,7913
3077,5847
3077,3158
3077,9134
1149,4480
1445,4480
1925,4480
2360,4480
2441,4480
3573,4480
4480,5506
4480,8350
4480,8331
4480,5854
355,442
424,442
442,1412
442,2251
442,2075
442,7051
442,2807
442,2929
442,4241
442,5812
442,3515
5,319
319,8589
319,8178
319,2531
319,6470
319,7751
319,7718
319,997
319,7974
59,5490
857,5490
894,5490
1318,5490
1356,5490
1466,5490
1536,5490
1566,5490
1677,5490
2352,5490
2642,5490
3029,5490
3408,5490
3468,5490
5490,7349
5490,6784
5490,9476
5490,6415
5490,9096
1512,8633
2415,8633
3233,8633
3958,8633
4741,8633
6199,8633
6700,8633
5643,7970
5795,7970
7416,7970
7970,9021
7970,9325
7970,8085
1374,7433
2090,7433
2656,7433
2978,7433
4835,7433
5473,7433
6179,7433
6573,7433
7433,8520
253,6562
558,6562
1095,6562
1658,6562
1680,6562
1767,6562
1778,6562
2391,6562
4851,6562
5212,6562
5892,6562
6562,7729
6562,6665
6562,8259
6562,9269
6562,8763
6562,9324
6562,7626
2760,5267
5267,8298
5267,9101
5267,6245
243,1293
542,1293
1106,1293
1293,6008
1293,6315
1293,2381
1293,4280
1293,4456
185,3728
1390,3728
3728,6982
3728,5712
3728,4730
3728,5033
3728,5927
3728,5341
3728,6868
3728,7737
252,5762
1207,5762
1831,5762
2490,5762
3160,5762
3868,5762
4323,5762
4828,5762
5054,5762
5097,5762
5403,5762
5762,7697
5762,9440
5762,8406
5762,6165
718,4922
2351,4922
3025,4922
4791,4922
4922,7627
4922,5038
4922,5030
4922,9077
4922,8041
2172,2257
2257,2611
2257,6329
2257,3904
2257,4344
2257,5865
2257,7207
2257,6069
9,3114
60,3114
101,3114
118,3114
132,3114
162,3114
201,3114
209,3114
213,3114
286,3114
302,3114
358,3114
366,3114
375,3114
394,3114
405,3114
420,3114
438,3114
527,3114
575,3114
589,3114
661,3114
680,3114
718,3114
776,3114
796,3114
844,3114
892,3114
908,3114
927,3114
935,3114
1002,3114
1024,3114
1043,3114
1046,3114
1099,3114
1137,3114
1141,3114
1156,3114
1190,3114
1247,3114
1294,3114
1384,3114
1427,3114
1456,3114
1505,3114
1508,3114
1565,3114
1612,3114
1706,3114
1717,3114
1745,3114
1797,3114
1801,3114
1813,3114
1843,3114
1871,3114
1881,3114
1920,3114
1992,3114
2012,3114
2016,3114
2039,3114
2058,3114
2086,3114
2092,3114
2130,3114
2165,3114
2167,3114
2260,3114
2397,3114
2402,3114
2486,3114
2508,3114
2520,3114
2536,3114
2557,3114
2637,3114
2647,3114
2664,3114
2680,3114
2693,3114
2702,3114
2836,3114
2856,3114
2871,3114
2877,3114
2908,3114
2920,3114
3025,3114
3030,3114
3069,3114
3071,3114
3114,7627
3114,6588
3114,5915
3114,3525
3114,7784
3114,7909
3114,7830
3114,5180
3114,4353
3114,9006
3114,8874
3114,7454
3114,3473
3114,9303
3114,5467
3114,5921
3114,3905
3114,9217
3114,4378
3114,8224
3114,3464
3114,7569
3114,7928
3114,4462
3114,5038
3114,5508
3114,7542
3114,6596
3114,7930
3114,4741
3114,8703
3114,8468
3114,6972
3114,7629
3114,5013
3114,5918
3114,6141
3114,4726
3114,5378
3114,5806
