source,target
406,7253
533,7253
766,7253
802,7253
816,7253
1151,7253
1443,7253
1563,7253
1740,7253
1777,7253
2125,7253
2245,7253
2339,7253
2485,7253
2674,7253
3099,7253
3138,7253
3241,7253
3308,7253
3565,7253
3643,7253
3960,7253
4040,7253
4566,7253
4575,7253
5276,7253
5538,7253
5710,7253
5946,7253
6025,7253
6325,7253
6935,7253
6975,7253
7065,7253
7253,7922
7253,9406
7253,8149
7253,9158
7253,8369
7253,9087
7253,8205
7253,7791
7253,8018
7253,9390
7253,9254
7253,8805
15,717
182,717
246,717
505,717
568,717
710,717
717,2768
717,3830
717,7480
717,1150
717,1112
717,3781
717,7788
717,3305
717,7084
717,4704
717,6572
717,8890
717,6339
717,6321
717,1486
717,8675
717,787
717,7840
717,2821
717,970
717,2317
717,5185
717,5529
717,4073
717,748
717,3521
717,8253
717,4433
717,3973
717,2547
717,4762
717,5520
87,6975
127,6975
533,6975
766,6975
971,6975
1151,6975
2353,6975
2843,6975
3241,6975
3643,6975
4575,6975
5538,6975
5946,6975
6710,6975
6975,7922
6975,9406
6975,7253
6975,8149
6975,9158
6975,8369
6975,9087
6975,8205
6975,7510
6975,7976
465,7922
508,7922
715,7922
1083,7922
1151,7922
1178,7922
1501,7922
1607,7922
1704,7922
3241,7922
3303,7922
3384,7922
3516,7922
3643,7922
3939,7922
4039,7922
4575,7922
4673,7922
4921,7922
5538,7922
6580,7922
6975,7922
7253,7922
7790,7922
7922,9406
7922,8149
7922,9158
7922,8369
7922,8405
7922,7932
146,6248
155,6248
1124,6248
1248,6248
1840,6248
1898,6248
2097,6248
2170,6248
2213,6248
3157,6248
3313,6248
3744,6248
3787,6248
3896,6248
4063,6248
5078,6248
5371,6248
5488,6248
5800,6248
6003,6248
6248,9193
6248,6674
6248,6372
6248,7164
6248,6586
6248,9020
6248,7098
182,7084
246,7084
304,7084
505,7084
717,7084
787,7084
970,7084
1112,7084
1150,7084
1486,7084
2317,7084
2768,7084
2821,7084
2899,7084
3305,7084
3610,7084
3781,7084
3830,7084
4704,7084
6283,7084
6321,7084
6339,7084
6572,7084
6707,7084
7084,7480
7084,7788
7084,8890
7084,8675
7084,7840
7084,8229
146,6003
1124,6003
1248,6003
1840,6003
2066,6003
2097,6003
2170,6003
2213,6003
3157,6003
3313,6003
3744,6003
3787,6003
3896,6003
4063,6003
5371,6003
5488,6003
5497,6003
5800,6003
6003,9193
6003,6248
6003,6674
6003,6372
6003,7164
6003,6586
6003,9020
6003,7420
6003,7168
15,5529
419,5529
523,5529
568,5529
596,5529
710,5529
717,5529
748,5529
896,5529
1558,5529
1737,5529
2404,5529
2547,5529
2904,5529
3521,5529
3594,5529
3973,5529
4073,5529
4433,5529
4762,5529
5058,5529
5185,5529
5520,5529
5529,6743
5529,5561
5529,6660
5529,6134
5529,9221
5529,8000
5529,8941
5529,8253
465,1607
715,1607
759,1607
