source,target
573,6699
623,6699
964,6699
1161,6699
1244,6699
1723,6699
1781,6699
1835,6699
2660,6699
2802,6699
3859,6699
4183,6699
4285,6699
4562,6699
4765,6699
4825,6699
4849,6699
5308,6699
5987,6699
6015,6699
6041,6699
6697,6699
6699,7716
6699,7687
6699,8337
6699,8768
6699,9197
6699,8777
6699,8570
6699,8009
6699,8686
6699,7391
43,9463
190,9463
282,9463
368,9463
990,9463
1429,9463
2227,9463
2660,9463
2667,9463
3056,9463
3067,9463
3409,9463
3857,9463
4146,9463
4372,9463
4377,9463
4964,9463
4967,9463
5375,9463
5672,9463
5898,9463
6390,9463
6458,9463
7490,9463
8135,9463
8162,9463
8296,9463
8451,9463
9177,9463
9256,9463
785,4377
2227,4377
2660,4377
3056,4377
3409,4377
3857,4377
4095,4377
4146,4377
4372,4377
4377,5939
4377,4995
4377,5814
4377,6189
4377,6639
4377,7683
4377,7733
4377,6390
4377,9463
4377,9177
4377,8451
4377,6458
4377,8296
4377,5898
4377,8162
4377,4964
4377,9256
1175,3409
1593,3409
2160,3409
2227,3409
2567,3409
2891,3409
3192,3409
3409,6833
3409,6210
3409,6978
3409,4949
3409,9230
3409,4973
3409,6390
3409,4377
3409,9463
3409,9177
3409,8451
3409,4372
3409,4146
3409,6458
3409,8296
3409,3857
0,2080
537,2080
627,2080
1620,2080
2008,2080
2080,6090
2080,8741
2080,6731
2080,2372
2080,2653
2080,2394
2080,3491
2080,4333
2080,3742
2080,2802
2080,5346
2080,2849
2080,3831
2080,3292
2080,3553
817,8296
2051,8296
2227,8296
3409,8296
3857,8296
4146,8296
4372,8296
4377,8296
5381,8296
6390,8296
6458,8296
7127,8296
7254,8296
7478,8296
8296,9051
8296,9463
8296,9177
8296,8451
14,6210
292,6210
1175,6210
1521,6210
1593,6210
2160,6210
2567,6210
2891,6210
3192,6210
3409,6210
4949,6210
4973,6210
5307,6210
5610,6210
5679,6210
6210,9434
6210,8863
6210,6875
6210,6833
6210,6978
6210,9230
40,5814
785,5814
838,5814
853,5814
1473,5814
2234,5814
4095,5814
4377,5814
4995,5814
5183,5814
5814,5939
5814,6189
5814,6639
5814,7683
5814,7733
5814,7695
5814,8457
5814,8860
5814,7838
40,6639
785,6639
838,6639
853,6639
1473,6639
2234,6639
4095,6639
4377,6639
4995,6639
5183,6639
5814,6639
5939,6639
6189,6639
6639,7683
6639,7733
6639,7695
6639,8457
6639,8860
6639,7838
573,2660
1723,2660
1781,2660
2660,4377
2660,9463
2660,5898
2660,3056
2660,8162
2660,4964
2660,9256
2660,6699
2660,8777
2660,4562
2660,8686
2660,4285
2660,5987
2660,6697
2660,6041
2660,7391
2660,5308
388,4995
785,4995
4095,4995
4197,4995
4377,4995
4995,5939
4995,5814
4995,6189
4995,6639
4995,7683
4995,7733
4995,7846
4995,9264
4995,6689
4995,9030
43,8162
