source,target
121,8584
1304,8584
2030,8584
2992,8584
3520,8584
5555,8584
6687,8584
7448,8584
8452,8584
4371,7323
4643,7323
5576,7323
7323,8431
962,4275
2530,4275
3130,4275
4037,4275
4275,4472
4275,6777
4275,6459
4275,7286
4275,7633
4275,4797
4275,4293
4275,7539
4275,7096
4275,7512
4275,7843
4275,6666
4275,8831
551,5053
922,5053
1006,5053
1531,5053
1594,5053
1785,5053
2663,5053
2847,5053
3429,5053
3778,5053
4792,5053
5053,7145
5053,8905
5053,7212
5053,8174
5053,5394
5053,8615
5053,6510
5053,5127
5053,8848
1415,1858
1415,9400
1415,4544
1415,6319
1415,1438
1415,3074
1415,6392
592,5162
625,5162
1545,5162
2176,5162
2646,5162
2656,5162
2922,5162
3035,5162
3304,5162
3394,5162
4890,5162
4940,5162
5162,8655
5162,5528
5162,6635
5162,6103
5162,7767
5162,9292
573,6041
1723,6041
1781,6041
2660,6041
4285,6041
4562,6041
5308,6041
5987,6041
6041,6699
6041,8777
6041,8686
6041,6697
6041,7391
623,6699
623,1244
623,964
623,4183
623,4765
623,1835
623,7716
336,2154
2031,2154
2154,7976
2154,7129
240,798
453,798
798,2734
798,4324
798,3586
798,2400
798,4661
798,6591
798,5175
798,6575
798,2707
798,6914
798,9418
798,830
798,6300
798,4336
798,5703
798,6709
798,8923
798,7455
798,5350
798,6693
798,2696
798,2826
798,2219
798,2796
798,7801
798,7201
20,614
70,614
234,614
376,614
545,614
614,5304
614,7817
614,6952
614,8109
614,9044
614,7047
614,4933
614,2684
614,3853
614,1811
614,8207
614,3701
614,7022
614,2488
614,2987
614,4179
614,2489
614,1538
614,6197
614,4272
614,1778
614,3077
614,3400
614,4783
614,9466
614,6229
614,6522
614,2168
614,8599
614,4286
614,9170
614,1995
614,9407
614,3266
614,5333
614,9066
614,8295
614,4501
614,9176
614,4759
614,740
614,2875
614,5733
614,1892
614,8999
614,6466
614,3328
614,7566
614,6075
614,630
614,7914
614,5425
614,1355
614,5055
614,6855
614,6495
614,7913
614,5847
614,3158
614,9134
14,4670
2209,4670
2628,4670
2937,4670
4670,7969
4670,6036
4670,8022
4670,7553
4670,7576
4670,7888
4670,5307
1534,3439
1534,2977
1534,3843
1534,8652
1534,4251
1534,6922
1534,6027
